 	ActiveWear								
item_DescCyclone_Paint_DustDevil									
item_DescCyclone_Paint_Fleetweek_Level1_Military									
item_DescCyclone_Paint_Fleetweek_Level2_Camo									
item_DescCyclone_Paint_Invictus_blue_gold									
item_DescCyclone_Paint_RC									
item_DescCyclone_Paint_RN									
item_DescCyclone_Paint_TR									
item_DescDEV_Fixed_Main_Thruster									
item_DescDEV_Fixed_Thruster									
item_DescDEV_Joint_90_Thruster									
item_DescDEV_Joint_Thruster									
item_DescDEV_Vector_Thruster									
item_DescDRAK_3DRadarDisplay									
item_DescDRAK_Buccaneer_Dual_S2									
item_DescDRAK_Caterpillar_SelfDestruct									
item_DescDRAK_Cockpit_Audio									
item_DescDRAK_Cutlass_Black_Bump_Seat									
item_DescDRAK_Cutlass_Black_MultiLight									
item_DescDRAK_Cutlass_Black_shop									
item_DescDRAK_Cutlass_Blue_Transport_Copilot_Seat									
item_DescDRAK_Cutlass_Blue_Transport_Passenger_Seat									
item_DescDRAK_Cutlass_Blue_Transport_Pilot_Seat									
item_DescDRAK_Cutlass_Bump_Seat									
item_DescDRAK_Cutlass_Ejection_Seat									
item_DescDRAK_Cutlass_LandingSystem									
item_DescDRAK_Cutlass_Red_Sensor_Turret									
item_DescDRAK_Cutlass_Red_shop									
item_DescDRAK_Cutlass_Turret									
item_DescDRAK_Cutlass_Turret_Base									
item_DescDRAK_Cutlass_Turret_Seat									
item_DescDRAK_Cutlass_lights									
item_DescDRAK_Dragonfly_Copilot_Seat									
item_DescDRAK_Dragonfly_Grav_Plate									
item_DescDRAK_Dragonfly_Main_Engine									
item_DescDRAK_Dragonfly_Retro									
item_DescDRAK_Dragonfly_Seat									
item_DescDRAK_Dragonfly_TR1_Joint									
item_DescDRAK_Dual_S1									
item_DescDRAK_Emerald_Arm_S1									
item_DescDRAK_Emerald_Main_S1									
item_DescDRAK_Emerald_Retro_S1									
item_DescDRAK_Fixed_Mount_S4									
item_DescDRAK_FuelIntake									
item_DescDRAK_FuelTank_Buccaneer									
item_DescDRAK_FuelTank_Herald									
item_DescDRAK_Herald_Hangar_LandingSystem									
item_DescDRAK_Herald_Seat_Pilot									
item_DescDRAK_Herald_Seat_Station									
item_DescDRAK_Missile_Rack_S1_x2									
item_DescDRAK_S2_Rack_x2									
item_DescDRAK_TriremeMain_S3_Q1									
item_DescDRAK_Trireme_Herald_S1_Q1									
item_DescDRAK_Trireme_S1_Q1									
item_DescDRAK_Trireme_S3_Q1									
item_DescDRAK_twinLink_gimbal_S1									
item_DescDSTC_ARGO_Main_Fixed									
item_DescDSTC_ARGO_Main_Joint									
item_DescDSTC_ARGO_Retro_Joint									
item_DescDSTC_FP_G4GI_S2_Q1									
item_DescDSTC_FP_G4GI_S3_Q1									
item_DescDSTC_FP_G4GI_S4_Q1									
item_DescDebugGun									
item_DescDebug_EnergyControl									
item_DescDebug_ShieldControl									
item_DescDebug_WeaponControl									
item_DescDefaultCharacterCustomizationDevice									
item_DescDefault_DoubleFuelTank									
item_DescDefault_Fixed_Mount_S3									
item_DescDefault_Fixed_Mount_S4									
item_DescDefault_FuelIntake									
item_DescDefault_FuelTank									
item_DescDefault_QuantumFuelTank									
item_DescDefender_Paint_Platinum_Silver_Red									
item_DescDefibrillator									
item_DescDragonfly_Paint_Black									
item_DescDragonfly_Paint_Coalfire_Red_Black									
item_DescDragonfly_Paint_Green_Black									
item_DescDragonfly_Paint_Mistwalker_Grey_Camo									
item_DescDragonfly_Paint_Yellow									
item_DescDrink_bottle_beer_01_smoltz_a									
item_DescDrink_bottle_cruz_01_a									
item_DescDrink_bottle_cruz_01_dark_a									
item_DescDrink_bottle_cruz_01_lux_a									
item_DescDrink_bottle_cruz_01_pulse_a									
item_DescDrink_bottle_gg_01_a									
item_DescDrink_bottle_gg_01_detox_a									
item_DescDrink_bottle_gg_01_garden_a									
item_DescDrink_bottle_gg_01_renew_a									
item_DescDrink_bottle_gg_01_vitality_a									
item_DescDrink_bottle_gg_01_warrior_a									
item_DescDrink_bottle_hoffdor_01_a									
item_DescDrink_bottle_llb_01_a									
item_DescDrink_bottle_llb_01_gen_a									
item_DescDrink_bottle_llb_01_pike_a									
item_DescDrink_bottle_lula_01_a									
item_DescDrink_bottle_milk_01_chocolate_a									
item_DescDrink_bottle_smoltz_01_light_a									
item_DescDrink_bottle_smoothie_01_a									
item_DescDrink_bottle_smoothie_01_citrus_a									
item_DescDrink_bottle_smoothie_01_fv_a									
item_DescDrink_bottle_smoothie_01_green_a									
item_DescDrink_bottle_synergy_01_a									
item_DescDrink_bottle_synergy_01_plus_a									
item_DescDrink_bottle_synergy_01_sport_a									
item_DescDrink_bottle_vestal_01_a									
item_DescDrink_bottle_water_01_a									
item_DescDrink_can_bm_01_a									
item_DescDrink_can_bm_01_mild_a									
item_DescDrink_can_bm_01_rich_a									
item_DescDrink_can_fizzz_01_a									
item_DescDrink_can_fizzz_01_berry_a									
item_DescDrink_can_fizzz_01_muscat_a									
item_DescDrink_can_fizzz_01_peach_a									
item_DescDrink_can_fizzz_01_soursop_a									
item_DescDrink_can_flood_01_a									
item_DescDrink_can_guc_01_a									
item_DescDrink_can_guc_01_black_a									
item_DescDrink_can_guc_01_cinnamon_a									
item_DescDrink_can_guc_01_decaf_a									
item_DescDrink_can_guc_01_mocha_a									
item_DescDrink_can_pips_01_a									
item_DescDrink_can_pips_01_q66_a									
item_DescDrink_can_pips_01_t17_a									
item_DescDrink_cup_coffee_01_a									
item_DescDrink_glass_highball_01_gintonic_a									
item_DescDrink_glass_highball_01_screwdriver_a									
item_DescDrink_glass_highball_01_whiskycoke_a									
item_DescDrink_glass_pint_01_a									
item_DescDrink_glass_tumbler_01_a									
item_DescENGN_RSI_Bengal_Aux									
item_DescENGN_RSI_Bengal_Main									
item_DescENGN_RSI_Bengal_Retro									
item_DescENGN_RSI_Bengal_Thruster									
item_DescENGN_VNCL_Stinger									
item_DescENGN_VNCL_Stinger_Wing									
item_DescENGN_XIAN_Scout_S3_Engine									
item_DescESPR_BallisticCannon_S1									
item_DescESPR_BallisticCannon_S2									
item_DescESPR_BallisticCannon_S3									
item_DescESPR_BallisticCannon_S4									
item_DescESPR_BallisticCannon_S5									
item_DescESPR_BallisticCannon_S6									
item_DescESPR_LaserCannon_S1									
item_DescESPR_LaserCannon_S2									
item_DescESPR_LaserCannon_S3									
item_DescESPR_LaserCannon_S4									
item_DescESPR_LaserCannon_S5									
item_DescESPR_LaserCannon_S6									
item_DescESPR_Prowler_Remote_Turret									
item_DescEclipse_Paint_BIS2950									
item_DescEmptyPort									
item_DescEnergyRechargeStation									
item_DescFFS_T3_Q1									
item_DescFPS_3DRadar									
item_DescFPS_3DRadarDisplay									
item_DescFPS_Scanner									
item_DescFSKI_S1_RPOD_3x_S3									
item_DescFSKI_S2_RPOD_6x_S3									
item_DescFSKI_S3_RPOD_9x_S3									
item_DescF_bangs_hair_01									
item_DescF_bobcut_hair_01									
item_DescF_bobcut_hair_02									
item_DescF_bun_hair_01									
item_DescF_formal_hair_01									
item_DescF_hayes_shr_hair_01_Shared									
item_DescF_pixie_hair_01_Shared									
item_DescF_ponytail_hair_01_Shared									
item_DescF_pusher_shr_hair_01									
item_DescF_skinhead_hair_01_Shared									
item_DescF_slicked_back_hair_01									
item_DescF_spike_hair_01_Shared									
item_DescF_undercut_hair_01									
item_DescF_webster_shr_hair_01									
item_DescFlair_Actn_Figure_Outpost_Worker_Cen									
item_DescFlair_Actn_Figure_Outpost_Worker_Imp									
item_DescFlair_Actn_Figure_SM_B_Team_Tank_Cen									
item_DescFlair_Actn_Figure_SM_B_Team_Tank_Imp									
item_DescFlair_Actn_Figure_UEE_Recon_Marine_Cen									
item_DescFlair_Actn_Figure_UEE_Recon_Marine_Imp									
item_DescFlair_Actn_Figure_Vncl_Shipkiller_Cen									
item_DescFlair_Actn_Figure_Vncl_Shipkiller_Imp									
item_DescFlair_Badge_Squadronbadge-214									
item_DescFlair_Badge_Squadronbadge-35									
item_DescFlair_Badge_Squadronbadge-36									
item_DescFlair_Badge_Squadronbadge-78									
item_DescFlair_Badges									
item_DescFlair_Bond-2942									
item_DescFlair_Bond-2943									
item_DescFlair_Bond-2944									
item_DescFlair_Bond-2945									
item_DescFlair_Bottle									
item_DescFlair_Calendar									
item_DescFlair_Christmas_Wreath									
item_DescFlair_Discount_Cot									
item_DescFlair_Donation_Plaque									
item_DescFlair_FishTank_001									
item_DescFlair_FishTank_Gold									
item_DescFlair_FishTank_Referral									
item_DescFlair_Generic_Horizontal_Display									
item_DescFlair_Gold_Display									
item_DescFlair_HelmetStand									
item_DescFlair_Holiday_Tree									
item_DescFlair_Holiday_Wreath									
item_DescFlair_Jukebox									
item_DescFlair_Lamp_001									
item_DescFlair_LiquorCabinet									
item_DescFlair_Locker_01									
item_DescFlair_Locker_02									
item_DescFlair_Locker_03									
item_DescFlair_Locker_Collection									
item_DescFlair_M50_Display									
item_DescFlair_MISC_Display									
item_DescFlair_Model_350r									
item_DescFlair_Model_350r_Box									
item_DescFlair_Model_Aegis_Avenger									
item_DescFlair_Model_Aegis_Avenger_Box									
item_DescFlair_Model_Aegis_Gladius									
item_DescFlair_Model_Aegis_Gladius_Box									
item_DescFlair_Model_AuroraLN									
item_DescFlair_Model_AuroraLN_Box									
item_DescFlair_Model_Aurora_Gold									
item_DescFlair_Model_Avenger_Gold									
item_DescFlair_Model_Caterpillar_BIS_2019									
item_DescFlair_Model_Constellation									
item_DescFlair_Model_Constellation_Box									
item_DescFlair_Model_Constellation_Gold									
item_DescFlair_Model_Freelancer									
item_DescFlair_Model_Freelancer_Box									
item_DescFlair_Model_Freelancer_Gold									
item_DescFlair_Model_Herald_Gold									
item_DescFlair_Model_Hornet_F7C-R									
item_DescFlair_Model_Hornet_F7C-R_Box									
item_DescFlair_Model_Hornet_Gold									
item_DescFlair_Model_Khartu-Al									
item_DescFlair_Model_Khartu-Al_Box									
item_DescFlair_Model_Khartu_Prestige_Series_2941									
item_DescFlair_Model_Khartu_Prestige_Series_2941_Box									
item_DescFlair_Model_Khartu_Prestige_Series_2941_Display									
item_DescFlair_Model_M50									
item_DescFlair_Model_M50_Box									
item_DescFlair_Model_Mustang_Alpha									
item_DescFlair_Model_Mustang_Alpha_Box									
item_DescFlair_Model_Mustang_Beta									
item_DescFlair_Model_Mustang_Beta_Box									
item_DescFlair_Model_Mustang_Delta									
item_DescFlair_Model_Mustang_Delta_Box									
item_DescFlair_Model_Mustang_Gamma									
item_DescFlair_Model_Mustang_Gamma_Box									
item_DescFlair_Model_Reliant									
item_DescFlair_Model_Reliant_Box									
item_DescFlair_Model_Sabre									
item_DescFlair_Model_Sabre_Box									
item_DescFlair_Model_Starfarer									
item_DescFlair_Model_Starfarer_Box									
item_DescFlair_Model_Station_ICC_Probe_a									
item_DescFlair_Model_Station_IMS_Bolliver_a									
item_DescFlair_Model_Station_Icarus-One_a									
item_DescFlair_Model_Station_Port_Olisar_a									
item_DescFlair_Model_Tmbl_Nova_Dsrt									
item_DescFlair_Model_Tmbl_Nova_Green									
item_DescFlair_Model_Tmbl_Nova_Snow									
item_DescFlair_Piano_Phoenix									
item_DescFlair_Poster_001									
item_DescFlair_Poster_002									
item_DescFlair_Poster_003									
item_DescFlair_Poster_004									
item_DescFlair_Poster_005									
item_DescFlair_Poster_006									
item_DescFlair_Poster_007									
item_DescFlair_Poster_008									
item_DescFlair_Poster_CitizenCon									
item_DescFlair_Poster_Constellation									
item_DescFlair_Poster_Gamescom									
item_DescFlair_Poster_Murray_Cup									
item_DescFlair_Poster_SM_Mag_Cover									
item_DescFlair_Poster_Tears_Of_Fire									
item_DescFlair_Poster_nVidia									
item_DescFlair_Puglisi_Armor									
item_DescFlair_Puglisi_Skull									
item_DescFlair_RSI_Display									
item_DescFlair_Radegast_Whiskey_Concierge									
item_DescFlair_RockContainer									
item_DescFlair_Schematic_Aegs_Hammerhead									
item_DescFlair_Schematic_Aegs_Reclaimer									
item_DescFlair_Schematic_Aegs_Vanguard_Hoplite									
item_DescFlair_Schematic_Aegs_Vindicator									
item_DescFlair_Schematic_Anvl_Hurricane									
item_DescFlair_Schematic_Anvl_Terrapin									
item_DescFlair_Schematic_Argo_MPUV									
item_DescFlair_Schematic_BIS_2019_Caterpillar									
item_DescFlair_Schematic_BIS_2019_Cutlass									
item_DescFlair_Schematic_BIS_2019_Hammerhead									
item_DescFlair_Schematic_BIS_2019_Reclaimer									
item_DescFlair_Schematic_Drak_Caterpillar									
item_DescFlair_Schematic_Drak_Caterpillar_2									
item_DescFlair_Schematic_Drak_Cutlass									
item_DescFlair_Schematic_Drak_Dragonfly									
item_DescFlair_Schematic_Drak_Herald									
item_DescFlair_Schematic_Misc_Prospector									
item_DescFlair_Schematic_Misc_Razor									
item_DescFlair_Schematic_Orig_85X									
item_DescFlair_Schematic_Rsi_Polaris									
item_DescFlair_Sextant_uncarryable									
item_DescFlair_Space_Mushroom									
item_DescFlair_Space_Shelf									
item_DescFlair_Spaceglobe_Evade									
item_DescFlair_Spaceglobe_Moments									
item_DescFlair_Spaceglobe_Salvage									
item_DescFlair_Table_Conference									
item_DescFlair_Takuetsu_Display									
item_DescFlair_Tephra_Mine									
item_DescFlair_Towel_42									
item_DescFlair_Trophy_Citizencon_2015									
item_DescFlair_Trophy_Citizencon_2015_Subscriber									
item_DescFlair_Trophy_Citizencon_2016									
item_DescFlair_Trophy_Citizencon_2016_Subscriber									
item_DescFlair_Trophy_Citizencon_2017									
item_DescFlair_Trophy_Citizencon_2018									
item_DescFlair_Trophy_Citizencon_2019									
item_DescFlair_Trophy_Citizencon_2021									
item_DescFlair_Trophy_Gamescom									
item_DescFlair_Trophy_Gamescom_2944									
item_DescFlair_Trophy_Gamescom_2945									
item_DescFlair_Trophy_Gamescom_2945_PG									
item_DescFlair_Trophy_Gamescom_2946									
item_DescFlair_Trophy_Gamescom_2946_PG									
item_DescFlair_Trophy_Golden_Ticket									
item_DescFlair_Trophy_PAX									
item_DescFlair_Trophy_RSI_Cup									
item_DescFlair_Trophy_Zeus									
item_DescFlair_Vanduul_Armor									
item_DescFlair_Vasli_Fragment_Stone									
item_DescFlair_Vending_Big_Benny									
item_DescFlair_Weapon_Knife_CitizenCon2018									
item_DescFlair_Workbench									
item_DescFlair_medal_200m_1_a									
item_DescFlair_viVid_Display									
item_DescFlashlight									
item_DescFood_bar_busters_01_a									
item_DescFood_bar_com_01_a									
item_DescFood_bar_com_01_lunes_a									
item_DescFood_bar_com_01_vanilla_a									
item_DescFood_bar_karoby_01_a									
item_DescFood_bar_karoby_01_cranberry_a									
item_DescFood_bar_onemeal_01_a									
item_DescFood_bar_onemeal_01_salmon_a									
item_DescFood_bar_onemeal_01_steak_a									
item_DescFood_bar_onemeal_01_tofu_a									
item_DescFood_bar_snaggle_01_a									
item_DescFood_bar_snaggle_01_newaustin_a									
item_DescFood_bar_snaggle_01_pepper_a									
item_DescFood_bar_snaggle_01_smoke_a									
item_DescFood_bar_snaggle_01_tikoro_a									
item_DescFood_box_bbk_01_a									
item_DescFood_box_bbk_01_agrodolce_a									
item_DescFood_box_bbk_01_curry_a									
item_DescFood_box_bbk_01_fhaal_a									
item_DescFood_box_bbk_01_ginger_a									
item_DescFood_box_bbk_01_imperial_a									
item_DescFood_box_bbk_01_katsu_a									
item_DescFood_box_noodle_01_a									
item_DescFood_box_noodle_01_ramian_a									
item_DescFood_box_noodle_02_a									
item_DescFood_box_noodle_02_curry_a									
item_DescFood_burger_wham_01_a									
item_DescFood_burger_wham_01_chicken_a									
item_DescFood_burger_wham_01_dlux_a									
item_DescFood_burger_wham_01_veggie_a									
item_DescFood_burrito_01_a									
item_DescFood_burrito_01_beef_a									
item_DescFood_burrito_01_chile_a									
item_DescFood_burrito_01_musaka_a									
item_DescFood_burrito_02_a									
item_DescFood_burrito_torp_01_a									
item_DescFood_burrito_torp_01_ham_a									
item_DescFood_burrito_torp_01_madras_a									
item_DescFood_burrito_torp_01_shrimp_a									
item_DescFood_burrito_torp_01_strog_a									
item_DescFood_burrito_torp_02_a									
item_DescFood_burrito_torp_02_ppc_a									
item_DescFood_fruit_apple_01_a									
item_DescFood_fruit_watermelon_01_a									
item_DescFood_hotdog_01_a									
item_DescFood_hotdog_01_breakfast_a									
item_DescFood_hotdog_01_chili_a									
item_DescFood_hotdog_01_cruiser_a									
item_DescFood_hotdog_01_double_a									
item_DescFood_hotdog_01_melty_a									
item_DescFood_hotdog_01_veggie_a									
item_DescFood_hotdog_01_yakisoba_a									
item_DescFood_icecream_eff_01_a									
item_DescFood_icecream_eff_01_choc_a									
item_DescFood_icecream_eff_01_coffee_a									
item_DescFood_icecream_eff_01_fatfree_a									
item_DescFood_icecream_eff_01_lunes_a									
item_DescFood_pizza_slice_01_a									
item_DescFood_pizza_slice_01_pepperoni_a									
item_DescFood_pizza_slice_01_pepperoni_b									
item_DescFood_sachet_mre_01_a									
item_DescFood_sachet_mre_01_chicken_a									
item_DescFood_sachet_omni_01_a									
item_DescFood_sachet_omni_01_tunaveg_a									
item_DescFood_sachet_readymeal_01_a									
item_DescFood_sachet_readymeal_01_beef_a									
item_DescFood_sachet_readymeal_01_burrito_a									
item_DescFood_sachet_readymeal_01_meatball_a									
item_DescFood_sachet_readymeal_01_noodles_a									
item_DescFood_sachet_readymeal_01_vegetarian_a									
item_DescFood_sachet_uee_01_a									
item_DescFood_sachet_uee_01_formula_a									
item_DescFood_sachet_uee_01_lamb_a									
item_DescFood_sandwich_01_a									
item_DescFood_sandwich_01_captain_a									
item_DescFood_sandwich_01_hamcheese_a									
item_DescFood_sandwich_01_lengua_a									
item_DescFood_sandwich_01_tunasalad_a									
item_DescFood_sandwich_twyns_01_a									
item_DescFood_sandwich_twyns_01_avocado_a									
item_DescFood_sandwich_twyns_01_bacon_a									
item_DescFood_sandwich_twyns_01_bologna_a									
item_DescFood_sandwich_twyns_01_merguez_a									
item_DescFood_sandwich_twyns_01_pork_a									
item_DescFood_sandwich_twyns_01_turkey_a									
item_DescFood_tin_bogo_01_a									
item_DescFood_tin_bogo_01_crawdads_a									
item_DescFood_tin_bogo_01_hotsweet_a									
item_DescFood_tin_bogo_01_langoustine_a									
item_DescFood_tin_mre_01_a									
item_DescFood_tin_mre_01_chicken_a									
